typhoon,datetime,intensity,lat,lon
HAGIBIS,2014-06-13 00:00:00,15,20,117
HAGIBIS,2014-06-13 01:00:00,15,20,116.92
HAGIBIS,2014-06-13 02:00:00,15,20,116.83
HAGIBIS,2014-06-13 03:00:00,15,20,116.75
HAGIBIS,2014-06-13 04:00:00,15,20,116.67
HAGIBIS,2014-06-13 05:00:00,15,20,116.58
HAGIBIS,2014-06-13 06:00:00,15,20,116.5
HAGIBIS,2014-06-13 07:00:00,15,20.05,116.5
HAGIBIS,2014-06-13 08:00:00,15,20.1,116.5
HAGIBIS,2014-06-13 09:00:00,15,20.15,116.5
HAGIBIS,2014-06-13 10:00:00,15,20.2,116.5
HAGIBIS,2014-06-13 11:00:00,15,20.25,116.5
HAGIBIS,2014-06-13 12:00:00,15,20.3,116.5
HAGIBIS,2014-06-13 13:00:00,15,20.3,116.52
HAGIBIS,2014-06-13 14:00:00,15,20.3,116.53
HAGIBIS,2014-06-13 15:00:00,15,20.3,116.55
HAGIBIS,2014-06-13 16:00:00,15,20.3,116.57
HAGIBIS,2014-06-13 17:00:00,15,20.3,116.58
HAGIBIS,2014-06-13 18:00:00,15,20.3,116.6
HAGIBIS,2014-06-13 19:00:00,15,20.3,116.63
HAGIBIS,2014-06-13 20:00:00,15,20.3,116.67
HAGIBIS,2014-06-13 21:00:00,15,20.3,116.7
HAGIBIS,2014-06-13 22:00:00,15,20.3,116.73
HAGIBIS,2014-06-13 23:00:00,15,20.3,116.77
HAGIBIS,2014-06-14 00:00:00,15,20.3,116.8
HAGIBIS,2014-06-14 01:00:00,15,20.35,116.8
HAGIBIS,2014-06-14 02:00:00,15,20.4,116.8
HAGIBIS,2014-06-14 03:00:00,15,20.45,116.8
HAGIBIS,2014-06-14 04:00:00,15,20.5,116.8
HAGIBIS,2014-06-14 05:00:00,15,20.55,116.8
HAGIBIS,2014-06-14 06:00:00,18,20.6,116.8
HAGIBIS,2014-06-14 07:00:00,18,20.65,116.8
HAGIBIS,2014-06-14 08:00:00,18,20.7,116.8
HAGIBIS,2014-06-14 09:00:00,18,20.75,116.8
HAGIBIS,2014-06-14 10:00:00,18,20.8,116.8
HAGIBIS,2014-06-14 11:00:00,18,20.85,116.8
HAGIBIS,2014-06-14 12:00:00,20,20.9,116.8
HAGIBIS,2014-06-14 13:00:00,20,20.97,116.8
HAGIBIS,2014-06-14 14:00:00,20,21.03,116.8
HAGIBIS,2014-06-14 15:00:00,20,21.1,116.8
HAGIBIS,2014-06-14 16:00:00,20,21.2,116.8
HAGIBIS,2014-06-14 17:00:00,20,21.3,116.8
HAGIBIS,2014-06-14 18:00:00,20,21.4,116.8
HAGIBIS,2014-06-14 19:00:00,20,21.53,116.8
HAGIBIS,2014-06-14 20:00:00,20,21.67,116.8
HAGIBIS,2014-06-14 21:00:00,20,21.8,116.8
HAGIBIS,2014-06-14 22:00:00,20,21.9,116.8
HAGIBIS,2014-06-14 23:00:00,20,22,116.8
HAGIBIS,2014-06-15 00:00:00,20,22.1,116.8
HAGIBIS,2014-06-15 01:00:00,20,22.2,116.8
HAGIBIS,2014-06-15 02:00:00,20,22.3,116.8
HAGIBIS,2014-06-15 03:00:00,20,22.4,116.8
HAGIBIS,2014-06-15 04:00:00,20,22.53,116.77
HAGIBIS,2014-06-15 05:00:00,20,22.67,116.73
HAGIBIS,2014-06-15 06:00:00,20,22.8,116.7
HAGIBIS,2014-06-15 07:00:00,20,22.93,116.67
HAGIBIS,2014-06-15 08:00:00,20,23.07,116.63
HAGIBIS,2014-06-15 09:00:00,18,23.2,116.6
HAGIBIS,2014-06-15 10:00:00,18,23.27,116.57
HAGIBIS,2014-06-15 11:00:00,18,23.33,116.53
HAGIBIS,2014-06-15 12:00:00,18,23.4,116.5
HAGIBIS,2014-06-15 13:00:00,18,23.5,116.5
HAGIBIS,2014-06-15 14:00:00,18,23.6,116.5
HAGIBIS,2014-06-15 15:00:00,18,23.7,116.5
HAGIBIS,2014-06-15 16:00:00,18,23.8,116.5
HAGIBIS,2014-06-15 17:00:00,18,23.9,116.5
HAGIBIS,2014-06-15 18:00:00,15,24,116.5
HAGIBIS,2014-06-15 19:00:00,15,24.08,116.58
HAGIBIS,2014-06-15 20:00:00,15,24.17,116.67
HAGIBIS,2014-06-15 21:00:00,15,24.25,116.75
HAGIBIS,2014-06-15 22:00:00,15,24.33,116.83
HAGIBIS,2014-06-15 23:00:00,15,24.42,116.92
HAGIBIS,2014-06-16 00:00:00,15,24.5,117
HAGIBIS,2014-06-16 01:00:00,15,24.67,117.08
HAGIBIS,2014-06-16 02:00:00,15,24.83,117.17
HAGIBIS,2014-06-16 03:00:00,15,25,117.25
HAGIBIS,2014-06-16 04:00:00,15,25.17,117.33
HAGIBIS,2014-06-16 05:00:00,15,25.33,117.42
HAGIBIS,2014-06-16 06:00:00,15,25.5,117.5
HAGIBIS,2014-06-16 07:00:00,15,25.64,117.81
HAGIBIS,2014-06-16 08:00:00,15,25.78,118.11
HAGIBIS,2014-06-16 09:00:00,15,25.92,118.42
HAGIBIS,2014-06-16 10:00:00,15,26.06,118.72
HAGIBIS,2014-06-16 11:00:00,15,26.19,119.03
HAGIBIS,2014-06-16 12:00:00,15,26.33,119.33
HAGIBIS,2014-06-16 13:00:00,15,26.47,119.64
HAGIBIS,2014-06-16 14:00:00,15,26.61,119.94
HAGIBIS,2014-06-16 15:00:00,15,26.75,120.25
HAGIBIS,2014-06-16 16:00:00,15,26.89,120.56
HAGIBIS,2014-06-16 17:00:00,15,27.03,120.86
HAGIBIS,2014-06-16 18:00:00,15,27.17,121.17
HAGIBIS,2014-06-16 19:00:00,15,27.31,121.47
HAGIBIS,2014-06-16 20:00:00,15,27.44,121.78
HAGIBIS,2014-06-16 21:00:00,15,27.58,122.08
HAGIBIS,2014-06-16 22:00:00,15,27.72,122.39
HAGIBIS,2014-06-16 23:00:00,15,27.86,122.69
HAGIBIS,2014-06-17 00:00:00,15,28,123
HAGIBIS,2014-06-17 01:00:00,15,28.1,123.52
HAGIBIS,2014-06-17 02:00:00,15,28.2,124.03
HAGIBIS,2014-06-17 03:00:00,15,28.3,124.55
HAGIBIS,2014-06-17 04:00:00,15,28.4,125.07
HAGIBIS,2014-06-17 05:00:00,15,28.5,125.58
HAGIBIS,2014-06-17 06:00:00,18,28.6,126.1
HAGIBIS,2014-06-17 07:00:00,18,28.68,126.7
HAGIBIS,2014-06-17 08:00:00,18,28.77,127.3
HAGIBIS,2014-06-17 09:00:00,18,28.85,127.9
HAGIBIS,2014-06-17 10:00:00,18,28.93,128.5
HAGIBIS,2014-06-17 11:00:00,18,29.02,129.1
HAGIBIS,2014-06-17 12:00:00,20,29.1,129.7
HAGIBIS,2014-06-17 13:00:00,20,29.15,130.32
HAGIBIS,2014-06-17 14:00:00,20,29.2,130.93
HAGIBIS,2014-06-17 15:00:00,20,29.25,131.55
HAGIBIS,2014-06-17 16:00:00,20,29.3,132.17
HAGIBIS,2014-06-17 17:00:00,20,29.35,132.78
HAGIBIS,2014-06-17 18:00:00,15,29.4,133.4
MATMO,2014-07-16 12:00:00,12,10.5,136
MATMO,2014-07-16 13:00:00,12,10.42,135.95
MATMO,2014-07-16 14:00:00,12,10.33,135.9
MATMO,2014-07-16 15:00:00,12,10.25,135.85
MATMO,2014-07-16 16:00:00,12,10.17,135.8
MATMO,2014-07-16 17:00:00,12,10.08,135.75
MATMO,2014-07-16 18:00:00,12,10,135.7
MATMO,2014-07-16 19:00:00,12,10,135.67
MATMO,2014-07-16 20:00:00,12,10,135.63
MATMO,2014-07-16 21:00:00,12,10,135.6
MATMO,2014-07-16 22:00:00,12,10,135.57
MATMO,2014-07-16 23:00:00,12,10,135.53
MATMO,2014-07-17 00:00:00,15,10,135.5
MATMO,2014-07-17 01:00:00,15,10.02,135.49
MATMO,2014-07-17 02:00:00,15,10.04,135.49
MATMO,2014-07-17 03:00:00,15,10.07,135.48
MATMO,2014-07-17 04:00:00,15,10.09,135.48
MATMO,2014-07-17 05:00:00,15,10.11,135.47
MATMO,2014-07-17 06:00:00,15,10.13,135.47
MATMO,2014-07-17 07:00:00,15,10.16,135.46
MATMO,2014-07-17 08:00:00,15,10.18,135.46
MATMO,2014-07-17 09:00:00,15,10.2,135.45
MATMO,2014-07-17 10:00:00,15,10.22,135.44
MATMO,2014-07-17 11:00:00,15,10.24,135.44
MATMO,2014-07-17 12:00:00,15,10.27,135.43
MATMO,2014-07-17 13:00:00,15,10.29,135.43
MATMO,2014-07-17 14:00:00,15,10.31,135.42
MATMO,2014-07-17 15:00:00,15,10.33,135.42
MATMO,2014-07-17 16:00:00,15,10.36,135.41
MATMO,2014-07-17 17:00:00,15,10.38,135.41
MATMO,2014-07-17 18:00:00,18,10.4,135.4
MATMO,2014-07-17 19:00:00,18,10.45,135.33
MATMO,2014-07-17 20:00:00,18,10.5,135.27
MATMO,2014-07-17 21:00:00,18,10.55,135.2
MATMO,2014-07-17 22:00:00,18,10.6,135.13
MATMO,2014-07-17 23:00:00,18,10.65,135.07
MATMO,2014-07-18 00:00:00,18,10.7,135
MATMO,2014-07-18 01:00:00,18,10.68,134.98
MATMO,2014-07-18 02:00:00,18,10.67,134.97
MATMO,2014-07-18 03:00:00,18,10.65,134.95
MATMO,2014-07-18 04:00:00,18,10.63,134.93
MATMO,2014-07-18 05:00:00,18,10.62,134.92
MATMO,2014-07-18 06:00:00,18,10.6,134.9
MATMO,2014-07-18 07:00:00,18,10.62,134.7
MATMO,2014-07-18 08:00:00,18,10.63,134.5
MATMO,2014-07-18 09:00:00,18,10.65,134.3
MATMO,2014-07-18 10:00:00,18,10.67,134.1
MATMO,2014-07-18 11:00:00,18,10.68,133.9
MATMO,2014-07-18 12:00:00,18,10.7,133.7
MATMO,2014-07-18 13:00:00,18,10.75,133.48
MATMO,2014-07-18 14:00:00,18,10.8,133.27
MATMO,2014-07-18 15:00:00,18,10.85,133.05
MATMO,2014-07-18 16:00:00,18,10.9,132.83
MATMO,2014-07-18 17:00:00,18,10.95,132.62
MATMO,2014-07-18 18:00:00,23,11,132.4
MATMO,2014-07-18 19:00:00,23,10.98,132.22
MATMO,2014-07-18 20:00:00,23,10.97,132.03
MATMO,2014-07-18 21:00:00,23,10.95,131.85
MATMO,2014-07-18 22:00:00,23,10.93,131.67
MATMO,2014-07-18 23:00:00,23,10.92,131.48
MATMO,2014-07-19 00:00:00,28,10.9,131.3
MATMO,2014-07-19 01:00:00,28,10.92,131.15
MATMO,2014-07-19 02:00:00,28,10.93,131
MATMO,2014-07-19 03:00:00,28,10.95,130.85
MATMO,2014-07-19 04:00:00,28,10.97,130.7
MATMO,2014-07-19 05:00:00,28,10.98,130.55
MATMO,2014-07-19 06:00:00,33,11,130.4
MATMO,2014-07-19 07:00:00,33,11.07,130.38
MATMO,2014-07-19 08:00:00,33,11.13,130.37
MATMO,2014-07-19 09:00:00,33,11.2,130.35
MATMO,2014-07-19 10:00:00,33,11.27,130.33
MATMO,2014-07-19 11:00:00,33,11.33,130.32
MATMO,2014-07-19 12:00:00,33,11.4,130.3
MATMO,2014-07-19 13:00:00,33,11.48,130.28
MATMO,2014-07-19 14:00:00,33,11.57,130.27
MATMO,2014-07-19 15:00:00,33,11.65,130.25
MATMO,2014-07-19 16:00:00,33,11.73,130.23
MATMO,2014-07-19 17:00:00,33,11.82,130.22
MATMO,2014-07-19 18:00:00,33,11.9,130.2
MATMO,2014-07-19 19:00:00,33,12.03,130.1
MATMO,2014-07-19 20:00:00,33,12.17,130
MATMO,2014-07-19 21:00:00,33,12.3,129.9
MATMO,2014-07-19 22:00:00,33,12.43,129.8
MATMO,2014-07-19 23:00:00,33,12.57,129.7
MATMO,2014-07-20 00:00:00,33,12.7,129.6
MATMO,2014-07-20 01:00:00,33,12.82,129.5
MATMO,2014-07-20 02:00:00,33,12.93,129.4
MATMO,2014-07-20 03:00:00,33,13.05,129.3
MATMO,2014-07-20 04:00:00,33,13.17,129.2
MATMO,2014-07-20 05:00:00,33,13.28,129.1
MATMO,2014-07-20 06:00:00,33,13.4,129
MATMO,2014-07-20 07:00:00,33,13.52,128.87
MATMO,2014-07-20 08:00:00,33,13.63,128.73
MATMO,2014-07-20 09:00:00,33,13.75,128.6
MATMO,2014-07-20 10:00:00,33,13.87,128.47
MATMO,2014-07-20 11:00:00,33,13.98,128.33
MATMO,2014-07-20 12:00:00,33,14.1,128.2
MATMO,2014-07-20 13:00:00,33,14.25,128.12
MATMO,2014-07-20 14:00:00,33,14.4,128.03
MATMO,2014-07-20 15:00:00,33,14.55,127.95
MATMO,2014-07-20 16:00:00,33,14.7,127.87
MATMO,2014-07-20 17:00:00,33,14.85,127.78
MATMO,2014-07-20 18:00:00,35,15,127.7
MATMO,2014-07-20 19:00:00,35,15.18,127.63
MATMO,2014-07-20 20:00:00,35,15.37,127.57
MATMO,2014-07-20 21:00:00,35,15.55,127.5
MATMO,2014-07-20 22:00:00,35,15.73,127.43
MATMO,2014-07-20 23:00:00,35,15.92,127.37
MATMO,2014-07-21 00:00:00,35,16.1,127.3
MATMO,2014-07-21 01:00:00,35,16.32,127.17
MATMO,2014-07-21 02:00:00,35,16.53,127.03
MATMO,2014-07-21 03:00:00,35,16.75,126.9
MATMO,2014-07-21 04:00:00,35,16.97,126.77
MATMO,2014-07-21 05:00:00,35,17.18,126.63
MATMO,2014-07-21 06:00:00,35,17.4,126.5
MATMO,2014-07-21 07:00:00,35,17.67,126.33
MATMO,2014-07-21 08:00:00,35,17.93,126.17
MATMO,2014-07-21 09:00:00,35,18.2,126
MATMO,2014-07-21 10:00:00,35,18.37,125.83
MATMO,2014-07-21 11:00:00,35,18.53,125.67
MATMO,2014-07-21 12:00:00,35,18.7,125.5
MATMO,2014-07-21 13:00:00,35,18.9,125.4
MATMO,2014-07-21 14:00:00,35,19.1,125.3
MATMO,2014-07-21 15:00:00,35,19.3,125.2
MATMO,2014-07-21 16:00:00,35,19.33,125.13
MATMO,2014-07-21 17:00:00,35,19.37,125.07
MATMO,2014-07-21 18:00:00,35,19.4,125
MATMO,2014-07-21 19:00:00,35,19.5,124.83
MATMO,2014-07-21 20:00:00,35,19.6,124.67
MATMO,2014-07-21 21:00:00,35,19.7,124.5
MATMO,2014-07-21 22:00:00,35,19.87,124.33
MATMO,2014-07-21 23:00:00,35,20.03,124.17
MATMO,2014-07-22 00:00:00,38,20.2,124
MATMO,2014-07-22 01:00:00,38,20.5,123.77
MATMO,2014-07-22 02:00:00,38,20.8,123.53
MATMO,2014-07-22 03:00:00,38,21.1,123.3
MATMO,2014-07-22 04:00:00,38,21.3,123.1
MATMO,2014-07-22 05:00:00,38,21.5,122.9
MATMO,2014-07-22 06:00:00,38,21.7,122.7
MATMO,2014-07-22 07:00:00,38,21.83,122.53
MATMO,2014-07-22 08:00:00,38,21.97,122.37
MATMO,2014-07-22 09:00:00,38,22.1,122.2
MATMO,2014-07-22 10:00:00,38,22.23,122.1
MATMO,2014-07-22 11:00:00,38,22.37,122
MATMO,2014-07-22 12:00:00,38,22.5,121.9
MATMO,2014-07-22 13:00:00,38,22.67,121.8
MATMO,2014-07-22 14:00:00,38,22.83,121.7
MATMO,2014-07-22 15:00:00,38,23,121.6
MATMO,2014-07-22 16:00:00,38,23.2,121.4
MATMO,2014-07-22 17:00:00,38,23.4,121.2
MATMO,2014-07-22 18:00:00,38,23.6,121
MATMO,2014-07-22 19:00:00,38,23.77,120.73
MATMO,2014-07-22 20:00:00,38,23.93,120.47
MATMO,2014-07-22 21:00:00,33,24.1,120.2
MATMO,2014-07-22 22:00:00,33,24.2,120.13
MATMO,2014-07-22 23:00:00,33,24.3,120.07
MATMO,2014-07-23 00:00:00,33,24.4,120
MATMO,2014-07-23 01:00:00,33,24.47,119.83
MATMO,2014-07-23 02:00:00,33,24.53,119.67
MATMO,2014-07-23 03:00:00,33,24.6,119.5
MATMO,2014-07-23 04:00:00,33,24.83,119.47
MATMO,2014-07-23 05:00:00,33,25.07,119.43
MATMO,2014-07-23 06:00:00,33,25.3,119.4
MATMO,2014-07-23 07:00:00,33,25.4,119.3
MATMO,2014-07-23 08:00:00,33,25.5,119.2
MATMO,2014-07-23 09:00:00,28,25.6,119.1
MATMO,2014-07-23 10:00:00,28,25.7,118.93
MATMO,2014-07-23 11:00:00,28,25.8,118.77
MATMO,2014-07-23 12:00:00,25,25.9,118.6
MATMO,2014-07-23 13:00:00,25,26.07,118.53
MATMO,2014-07-23 14:00:00,25,26.23,118.47
MATMO,2014-07-23 15:00:00,23,26.4,118.4
MATMO,2014-07-23 16:00:00,23,26.4,118.3
MATMO,2014-07-23 17:00:00,23,26.4,118.21
MATMO,2014-07-23 18:00:00,20,26.4,118.11
MATMO,2014-07-23 19:00:00,20,26.65,118.08
MATMO,2014-07-23 20:00:00,20,26.9,118.04
MATMO,2014-07-23 21:00:00,20,27.15,118.01
MATMO,2014-07-23 22:00:00,20,27.4,117.97
MATMO,2014-07-23 23:00:00,20,27.65,117.94
MATMO,2014-07-24 00:00:00,18,27.9,117.9
MATMO,2014-07-24 01:00:00,18,28.1,117.88
MATMO,2014-07-24 02:00:00,18,28.3,117.87
MATMO,2014-07-24 03:00:00,18,28.5,117.85
MATMO,2014-07-24 04:00:00,18,28.7,117.83
MATMO,2014-07-24 05:00:00,18,28.9,117.82
MATMO,2014-07-24 06:00:00,18,29.1,117.8
MATMO,2014-07-24 07:00:00,18,29.35,117.8
MATMO,2014-07-24 08:00:00,18,29.6,117.8
MATMO,2014-07-24 09:00:00,18,29.85,117.8
MATMO,2014-07-24 10:00:00,18,30.1,117.8
MATMO,2014-07-24 11:00:00,18,30.35,117.8
MATMO,2014-07-24 12:00:00,18,30.6,117.8
MATMO,2014-07-24 13:00:00,18,30.88,117.87
MATMO,2014-07-24 14:00:00,18,31.17,117.93
MATMO,2014-07-24 15:00:00,18,31.45,118
MATMO,2014-07-24 16:00:00,18,31.73,118.07
MATMO,2014-07-24 17:00:00,18,32.02,118.13
MATMO,2014-07-24 18:00:00,18,32.3,118.2
MATMO,2014-07-24 19:00:00,18,32.57,118.45
MATMO,2014-07-24 20:00:00,18,32.83,118.7
MATMO,2014-07-24 21:00:00,18,33.1,118.95
MATMO,2014-07-24 22:00:00,18,33.37,119.2
MATMO,2014-07-24 23:00:00,18,33.63,119.45
MATMO,2014-07-25 00:00:00,18,33.9,119.7
MATMO,2014-07-25 01:00:00,18,34.08,119.92
MATMO,2014-07-25 02:00:00,18,34.27,120.13
MATMO,2014-07-25 03:00:00,18,34.45,120.35
MATMO,2014-07-25 04:00:00,18,34.63,120.57
MATMO,2014-07-25 05:00:00,18,34.82,120.78
MATMO,2014-07-25 06:00:00,15,35,121
FUNG-WONG,2014-09-16 18:00:00,12,12.5,137.5
FUNG-WONG,2014-09-16 19:00:00,12,12.67,137.5
FUNG-WONG,2014-09-16 20:00:00,12,12.83,137.5
FUNG-WONG,2014-09-16 21:00:00,12,13,137.5
FUNG-WONG,2014-09-16 22:00:00,12,13.17,137.5
FUNG-WONG,2014-09-16 23:00:00,12,13.33,137.5
FUNG-WONG,2014-09-17 00:00:00,15,13.5,137.5
FUNG-WONG,2014-09-17 01:00:00,15,13.42,137
FUNG-WONG,2014-09-17 02:00:00,15,13.33,136.5
FUNG-WONG,2014-09-17 03:00:00,15,13.25,136
FUNG-WONG,2014-09-17 04:00:00,15,13.17,135.5
FUNG-WONG,2014-09-17 05:00:00,15,13.08,135
FUNG-WONG,2014-09-17 06:00:00,15,13,134.5
FUNG-WONG,2014-09-17 07:00:00,15,12.92,134.08
FUNG-WONG,2014-09-17 08:00:00,15,12.83,133.67
FUNG-WONG,2014-09-17 09:00:00,15,12.75,133.25
FUNG-WONG,2014-09-17 10:00:00,15,12.67,132.83
FUNG-WONG,2014-09-17 11:00:00,15,12.58,132.42
FUNG-WONG,2014-09-17 12:00:00,15,12.5,132
FUNG-WONG,2014-09-17 13:00:00,15,12.57,131.58
FUNG-WONG,2014-09-17 14:00:00,15,12.63,131.17
FUNG-WONG,2014-09-17 15:00:00,15,12.7,130.75
FUNG-WONG,2014-09-17 16:00:00,15,12.77,130.33
FUNG-WONG,2014-09-17 17:00:00,15,12.83,129.92
FUNG-WONG,2014-09-17 18:00:00,18,12.9,129.5
FUNG-WONG,2014-09-17 19:00:00,18,12.97,129.35
FUNG-WONG,2014-09-17 20:00:00,18,13.03,129.2
FUNG-WONG,2014-09-17 21:00:00,18,13.1,129.05
FUNG-WONG,2014-09-17 22:00:00,18,13.17,128.9
FUNG-WONG,2014-09-17 23:00:00,18,13.23,128.75
FUNG-WONG,2014-09-18 00:00:00,18,13.3,128.6
FUNG-WONG,2014-09-18 01:00:00,18,13.48,128.37
FUNG-WONG,2014-09-18 02:00:00,18,13.67,128.13
FUNG-WONG,2014-09-18 03:00:00,18,13.85,127.9
FUNG-WONG,2014-09-18 04:00:00,18,14.03,127.67
FUNG-WONG,2014-09-18 05:00:00,18,14.22,127.43
FUNG-WONG,2014-09-18 06:00:00,18,14.4,127.2
FUNG-WONG,2014-09-18 07:00:00,18,14.45,126.92
FUNG-WONG,2014-09-18 08:00:00,18,14.5,126.63
FUNG-WONG,2014-09-18 09:00:00,18,14.55,126.35
FUNG-WONG,2014-09-18 10:00:00,18,14.6,126.07
FUNG-WONG,2014-09-18 11:00:00,18,14.65,125.78
FUNG-WONG,2014-09-18 12:00:00,20,14.7,125.5
FUNG-WONG,2014-09-18 13:00:00,20,14.95,125.3
FUNG-WONG,2014-09-18 14:00:00,20,15.2,125.1
FUNG-WONG,2014-09-18 15:00:00,20,15.45,124.9
FUNG-WONG,2014-09-18 16:00:00,20,15.7,124.7
FUNG-WONG,2014-09-18 17:00:00,20,15.95,124.5
FUNG-WONG,2014-09-18 18:00:00,23,16.2,124.3
FUNG-WONG,2014-09-18 19:00:00,23,16.38,124.12
FUNG-WONG,2014-09-18 20:00:00,23,16.57,123.93
FUNG-WONG,2014-09-18 21:00:00,23,16.75,123.75
FUNG-WONG,2014-09-18 22:00:00,23,16.93,123.57
FUNG-WONG,2014-09-18 23:00:00,23,17.12,123.38
FUNG-WONG,2014-09-19 00:00:00,23,17.3,123.2
FUNG-WONG,2014-09-19 01:00:00,23,17.43,123
FUNG-WONG,2014-09-19 02:00:00,23,17.57,122.8
FUNG-WONG,2014-09-19 03:00:00,25,17.7,122.6
FUNG-WONG,2014-09-19 04:00:00,25,17.97,122.1
FUNG-WONG,2014-09-19 05:00:00,25,18.23,121.6
FUNG-WONG,2014-09-19 06:00:00,25,18.5,121.1
FUNG-WONG,2014-09-19 07:00:00,25,18.5,120.97
FUNG-WONG,2014-09-19 08:00:00,25,18.5,120.83
FUNG-WONG,2014-09-19 09:00:00,25,18.5,120.7
FUNG-WONG,2014-09-19 10:00:00,25,18.53,120.57
FUNG-WONG,2014-09-19 11:00:00,25,18.57,120.43
FUNG-WONG,2014-09-19 12:00:00,25,18.6,120.3
FUNG-WONG,2014-09-19 13:00:00,25,18.67,120.2
FUNG-WONG,2014-09-19 14:00:00,25,18.73,120.1
FUNG-WONG,2014-09-19 15:00:00,25,18.8,120
FUNG-WONG,2014-09-19 16:00:00,25,18.87,119.97
FUNG-WONG,2014-09-19 17:00:00,25,18.93,119.93
FUNG-WONG,2014-09-19 18:00:00,25,19,119.9
FUNG-WONG,2014-09-19 19:00:00,25,19,119.93
FUNG-WONG,2014-09-19 20:00:00,25,19,119.97
FUNG-WONG,2014-09-19 21:00:00,25,19,120
FUNG-WONG,2014-09-19 22:00:00,25,19.03,120.1
FUNG-WONG,2014-09-19 23:00:00,25,19.07,120.2
FUNG-WONG,2014-09-20 00:00:00,25,19.1,120.3
FUNG-WONG,2014-09-20 01:00:00,25,19.2,120.27
FUNG-WONG,2014-09-20 02:00:00,25,19.3,120.23
FUNG-WONG,2014-09-20 03:00:00,25,19.4,120.2
FUNG-WONG,2014-09-20 04:00:00,25,19.57,120.13
FUNG-WONG,2014-09-20 05:00:00,25,19.73,120.07
FUNG-WONG,2014-09-20 06:00:00,25,19.9,120
FUNG-WONG,2014-09-20 07:00:00,25,20.07,119.97
FUNG-WONG,2014-09-20 08:00:00,25,20.23,119.93
FUNG-WONG,2014-09-20 09:00:00,25,20.4,119.9
FUNG-WONG,2014-09-20 10:00:00,25,20.53,119.9
FUNG-WONG,2014-09-20 11:00:00,25,20.67,119.9
FUNG-WONG,2014-09-20 12:00:00,25,20.8,119.9
FUNG-WONG,2014-09-20 13:00:00,25,20.9,119.9
FUNG-WONG,2014-09-20 14:00:00,25,21,119.9
FUNG-WONG,2014-09-20 15:00:00,25,21.1,119.9
FUNG-WONG,2014-09-20 16:00:00,25,21.23,119.9
FUNG-WONG,2014-09-20 17:00:00,25,21.37,119.9
FUNG-WONG,2014-09-20 18:00:00,25,21.5,119.9
FUNG-WONG,2014-09-20 19:00:00,25,21.57,119.97
FUNG-WONG,2014-09-20 20:00:00,25,21.63,120.03
FUNG-WONG,2014-09-20 21:00:00,25,21.7,120.1
FUNG-WONG,2014-09-20 22:00:00,25,21.7,120.2
FUNG-WONG,2014-09-20 23:00:00,25,21.7,120.3
FUNG-WONG,2014-09-21 00:00:00,25,21.7,120.4
FUNG-WONG,2014-09-21 01:00:00,25,21.83,120.57
FUNG-WONG,2014-09-21 02:00:00,25,21.97,120.73
FUNG-WONG,2014-09-21 03:00:00,25,22.1,120.9
FUNG-WONG,2014-09-21 04:00:00,25,22.27,121
FUNG-WONG,2014-09-21 05:00:00,25,22.43,121.1
FUNG-WONG,2014-09-21 06:00:00,25,22.6,121.2
FUNG-WONG,2014-09-21 07:00:00,25,22.87,121.33
FUNG-WONG,2014-09-21 08:00:00,25,23.13,121.47
FUNG-WONG,2014-09-21 09:00:00,25,23.4,121.6
FUNG-WONG,2014-09-21 10:00:00,25,23.63,121.73
FUNG-WONG,2014-09-21 11:00:00,25,23.87,121.87
FUNG-WONG,2014-09-21 12:00:00,25,24.1,122
FUNG-WONG,2014-09-21 13:00:00,25,24.47,122
FUNG-WONG,2014-09-21 14:00:00,25,24.83,122
FUNG-WONG,2014-09-21 15:00:00,25,25.2,122
FUNG-WONG,2014-09-21 16:00:00,25,25.5,122.07
FUNG-WONG,2014-09-21 17:00:00,25,25.8,122.13
FUNG-WONG,2014-09-21 18:00:00,25,26.1,122.2
FUNG-WONG,2014-09-21 19:00:00,25,26.33,122.17
FUNG-WONG,2014-09-21 20:00:00,25,26.57,122.13
FUNG-WONG,2014-09-21 21:00:00,25,26.8,122.1
FUNG-WONG,2014-09-21 22:00:00,25,27.03,122.1
FUNG-WONG,2014-09-21 23:00:00,25,27.27,122.1
FUNG-WONG,2014-09-22 00:00:00,23,27.5,122.1
FUNG-WONG,2014-09-22 01:00:00,23,27.63,122.08
FUNG-WONG,2014-09-22 02:00:00,23,27.77,122.07
FUNG-WONG,2014-09-22 03:00:00,23,27.9,122.05
FUNG-WONG,2014-09-22 04:00:00,23,28.03,122.03
FUNG-WONG,2014-09-22 05:00:00,23,28.17,122.02
FUNG-WONG,2014-09-22 06:00:00,23,28.3,122
FUNG-WONG,2014-09-22 07:00:00,23,28.42,122.03
FUNG-WONG,2014-09-22 08:00:00,23,28.53,122.07
FUNG-WONG,2014-09-22 09:00:00,23,28.65,122.1
FUNG-WONG,2014-09-22 10:00:00,23,28.77,122.13
FUNG-WONG,2014-09-22 11:00:00,23,28.88,122.17
FUNG-WONG,2014-09-22 12:00:00,23,29,122.2
FUNG-WONG,2014-09-22 13:00:00,23,29.13,122.15
FUNG-WONG,2014-09-22 14:00:00,23,29.27,122.1
FUNG-WONG,2014-09-22 15:00:00,23,29.4,122.05
FUNG-WONG,2014-09-22 16:00:00,23,29.53,122
FUNG-WONG,2014-09-22 17:00:00,23,29.67,121.95
